citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
66 FR 53063, 01-26509,53071,https://www.federalregister.gov/documents/2001/10/18/01-26509/critical-infrastructure-protection-in-the-information-age,https://www.govinfo.gov/content/pkg/FR-2001-10-18/pdf/01-26509.pdf,Presidential Document,Executive Order,10/18/2001,10/16/2001,53061,Critical Infrastructure Protection in the Information Age,"Revokes: EO 13130, July 14, 1999
Amended by: EO 13284, January 23, 2003; EO 13286, February 28, 2003; EO 13316, September 17, 2003; EO 13385, September 29, 2005;  EO 13652, September 30, 2013
Continued by: EO 13446, September 28, 2007; EO 13511, September 29, 2009; EO 13652, September 30, 2013; EO 13708, September 30, 2015; EO 13811, September 29, 2017
See:  EO 12333, December 4, 1981; EO 12382, September 13, 1982; EO 12472, April 3, 1984; EO 12958, April 17, 1995; EO 13228, October 8, 2001; EO 13585, September 30, 2011",13231
66 FR 52841, 01-26339,52843,https://www.federalregister.gov/documents/2001/10/17/01-26339/presidents-advisory-commission-on-educational-excellence-for-hispanic-americans,https://www.govinfo.gov/content/pkg/FR-2001-10-17/pdf/01-26339.pdf,Presidential Document,Executive Order,10/17/2001,10/12/2001,52839,President's Advisory Commission on Educational Excellence for Hispanic Americans,"Revokes: EO 12900, February 22, 1994",13230
66 FR 52013, 01-25788,52013,https://www.federalregister.gov/documents/2001/10/11/01-25788/amendment-to-executive-order-13045-extending-the-task-force-on-environmental-health-risks-and-safety,https://www.govinfo.gov/content/pkg/FR-2001-10-11/pdf/01-25788.pdf,Presidential Document,Executive Order,10/11/2001,10/09/2001,52013,"Amendment to Executive Order 13045, Extending the Task Force on Environmental Health Risks and Safety Risks to Children","Amends:  EO 13045, April 21, 1997",13229
66 FR 51812, 01-25677,51817,https://www.federalregister.gov/documents/2001/10/10/01-25677/establishing-the-office-of-homeland-security-and-the-homeland-security-council,https://www.govinfo.gov/content/pkg/FR-2001-10-10/pdf/01-25677.pdf,Presidential Document,Executive Order,10/10/2001,10/08/2001,51812,Establishing the Office of Homeland Security and the Homeland Security Council,"Amends:  EO 12656, November 18, 1988;;
 ;  Amended by: EO 13284, January 23, 2003; EO 13286, February 28, 2003;;
 ;  See:  EO 13231, October 16, 2001; EO 13257, February 13, 2002",13228
66 FR 51287, 01-25344,51289,https://www.federalregister.gov/documents/2001/10/05/01-25344/presidents-commission-on-excellence-in-special-education,https://www.govinfo.gov/content/pkg/FR-2001-10-05/pdf/01-25344.pdf,Presidential Document,Executive Order,10/05/2001,10/02/2001,51285,President's Commission on Excellence in Special Education,"Amended by: EO 13255, February 6, 2002;;
 ;  Revoked by: EO 13316, September 17, 2003",13227
66 FR 50291, 01-24917,50292,https://www.federalregister.gov/documents/2001/10/03/01-24917/continuance-of-certain-federal-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2001-10-03/pdf/01-24917.pdf,Presidential Document,Executive Order,10/03/2001,09/28/2001,50291,Continuance of Certain Federal Advisory Committees,"Continues: EO 11183, October 3, 1964; EO 11145, March 7, 1964; EO 11287, June 28, 1966; EO 12131, May 4, 1979; EO 12196, February 26, 1980; EO 12216, June 18, 1980; EO 12345, February 2, 1982; EO 12367, June 15, 1982; EO 12382, September 13, 1982; EO 12900, February 22, 1994; EO 12905, March 25, 1994; EO 12994, March 21, 1996; EO 13021, October 19, 1996 ; Revokes: EO 13075, February 19, 1998; EO 13080, April 7, 1998; EO 13090, June 29, 1998; EO 13134, August 12, 1999 (in part); EO 13168, September 22, 2000; Supersedes: EO 13138, September 30, 1999 (in part);  Superseded by: EO 13316, September 17, 2003",13225
66 FR 50523, 01-24983,50524,https://www.federalregister.gov/documents/2001/10/03/01-24983/presidents-council-of-advisors-on-science-and-technology,https://www.govinfo.gov/content/pkg/FR-2001-10-03/pdf/01-24983.pdf,Presidential Document,Executive Order,10/03/2001,09/30/2001,50521,President's Council of Advisors on Science and Technology,"Revokes: EO 12882, November 23, 1993; EO 12907, April 14, 1994; EO 13138, September 30, 1999 (in part); Amended by: EO 13305, May 28, 2003; EO 13349, July 23, 2004; EO 13385, September 29, 2005; Continued by: EO 13446, September 28, 2007; EO 13511, September 29, 2009; Revoked by: EO 13539, April 21, 2010",13226
66 FR 49079, 01-24205,49083,https://www.federalregister.gov/documents/2001/09/25/01-24205/blocking-property-and-prohibiting-transactions-with-persons-who-commit-threaten-to-commit-or-support,https://www.govinfo.gov/content/pkg/FR-2001-09-25/pdf/01-24205.pdf,Presidential Document,Executive Order,09/25/2001,09/23/2001,49077,"Blocking Property and Prohibiting Transactions With Persons Who Commit, Threaten To Commit, or Support Terrorism","Amended by: EO 13268, July 2, 2002; EO 13284, January 23, 2003 EO 13372, February 16, 2005; See:  Proclamation 7463, September 14, 2001 (66 FR 48199, September 18, 2001); Notice of September 19, 2002; Notice of September 18, 2003; EO 13338, May 11, 2004; Notice of September 21, 2004; Notice of September 21, 2005; Notice of September 21, 2006; Notice of September 20, 2007; Notice of September 18, 2008; Notice of September 21, 2009; Notice of September 16, 2010",13224
66 FR 48201, 01-23359,48202,https://www.federalregister.gov/documents/2001/09/18/01-23359/ordering-the-ready-reserve-of-the-armed-forces-to-active-duty-and-delegating-certain-authorities-to,https://www.govinfo.gov/content/pkg/FR-2001-09-18/pdf/01-23359.pdf,Presidential Document,Executive Order,09/18/2001,09/14/2001,48201,Ordering the Ready Reserve of the Armed Forces To Active Duty and Delegating Certain Authorities to the Secretary of Defense and the Secretary of Transportation,"Amended by: EO 13253, January 16, 2002; EO 13286, February 28, 2003; EO 13814, October 20, 2017; See:  Proclamation 7463, September 14, 2001 (66 FR 48199); Notice of September 12, 2002 (67 FR 58317); Notice of September 10, 2003 (68 FR 53665); Notice of September 10, 2004 (69 FR 55313); Notice of September 8, 2005 (70 FR 54229)",13223
66 FR 44025, 01-21338,44026,https://www.federalregister.gov/documents/2001/08/22/01-21338/continuation-of-export-control-regulations,https://www.govinfo.gov/content/pkg/FR-2001-08-22/pdf/01-21338.pdf,Presidential Document,Executive Order,08/22/2001,08/17/2001,44025,Continuation of Export Control Regulations,"See:  EO 12002, July 7, 1977; EO 12214, May 2, 1980; EO 12735, November 16, 1990; EO 12755, March 12, 1991; EO 12851, June 11, 1993; EO 13026, November 15, 1996; Notice of August 14, 2002 Notice of August 7, 2003; Notice of August 6, 2004; Notice of August 2, 2005; Memorandum of May 12, 2006; PD No. 2006-14 of May 18, 2006; Notice of August 3, 2006; Notice of August 15, 2007; Notice of July 23, 2008; Notice of August 13, 2009; Notice of August 12, 2010",13222
66 FR 40571, 01-19562,40571,https://www.federalregister.gov/documents/2001/08/02/01-19562/energy-efficient-standby-power-devices,https://www.govinfo.gov/content/pkg/FR-2001-08-02/pdf/01-19562.pdf,Presidential Document,Executive Order,08/02/2001,07/31/2001,40569,Energy Efficient Standby Power Devices,"",13221
66 FR 35527, 01-17041,35527,https://www.federalregister.gov/documents/2001/07/05/01-17041/waiver-under-the-trade-act-of-1974-with-respect-to-the-republic-of-belarus,https://www.govinfo.gov/content/pkg/FR-2001-07-05/pdf/01-17041.pdf,Presidential Document,Executive Order,07/05/2001,07/02/2001,35525,Waiver Under the Trade Act of 1974 With Respect to the Republic of Belarus,"",13220
66 FR 34777, 01-16668,34781,https://www.federalregister.gov/documents/2001/06/29/01-16668/blocking-property-of-persons-who-threaten-international-stabilization-efforts-in-the-western-balkans,https://www.govinfo.gov/content/pkg/FR-2001-06-29/pdf/01-16668.pdf,Presidential Document,Executive Order,06/29/2001,06/26/2001,34777,Blocking Property of Persons Who Threaten International Stabilization Efforts in the Western Balkans,"Amended by: EO 13304, May 28, 2003; See:  Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010",13219
66 FR 33627, 01-15958,33629,https://www.federalregister.gov/documents/2001/06/22/01-15958/21st-century-workforce-initiative,https://www.govinfo.gov/content/pkg/FR-2001-06-22/pdf/01-15958.pdf,Presidential Document,Executive Order,06/22/2001,06/20/2001,33625,21st Century Workforce Initiative,"Amends:  EO 13111, January 12, 1999; Revokes: EO 13174, October 27, 2000; See:  EO 13316, September 17, 2003",13218
66 FR 33155, 01-15758,33156,https://www.federalregister.gov/documents/2001/06/21/01-15758/community-based-alternatives-for-individuals-with-disabilities,https://www.govinfo.gov/content/pkg/FR-2001-06-21/pdf/01-15758.pdf,Presidential Document,Executive Order,06/21/2001,06/18/2001,33155,Community-Based Alternatives for Individuals With Disabilities,"",13217
66 FR 31373, 01-14862,31373,https://www.federalregister.gov/documents/2001/06/11/01-14862/amendment-to-executive-order-13125-increasing-participation-of-asian-americans-and-pacific-islanders,https://www.govinfo.gov/content/pkg/FR-2001-06-11/pdf/01-14862.pdf,Presidential Document,Executive Order,06/11/2001,06/06/2001,31373,"Amendment to Executive Order 13125, Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs","Amends:  EO 13125, June 7, 1999",13216
66 FR 30285, 01-14319,30285,https://www.federalregister.gov/documents/2001/06/05/01-14319/presidents-information-technology-advisory-committee,https://www.govinfo.gov/content/pkg/FR-2001-06-05/pdf/01-14319.pdf,Presidential Document,Executive Order,06/05/2001,05/31/2001,30283,"President's Information Technology Advisory Committee,","Amends:  EO 13035, February 11, 1997; See:  EO 13092, July 24, 1998; EO 13113, February 10, 1999; EO 13200, February 11, 2001",13215
66 FR 29447, 01-13869,29448,https://www.federalregister.gov/documents/2001/05/31/01-13869/presidents-task-force-to-improve-health-care-delivery-for-our-nations-veterans,https://www.govinfo.gov/content/pkg/FR-2001-05-31/pdf/01-13869.pdf,Presidential Document,Executive Order,05/31/2001,05/28/2001,29447,President's Task Force To Improve Health Care Delivery for Our Nation's Veterans,"Revoked by: EO 13316, September 17, 2003",13214
66 FR 28829, 01-13381,28830,https://www.federalregister.gov/documents/2001/05/24/01-13381/additional-measures-with-respect-to-prohibiting-the-importation-of-rough-diamonds-from-sierra-leone,https://www.govinfo.gov/content/pkg/FR-2001-05-24/pdf/01-13381.pdf,Presidential Document,Executive Order,05/24/2001,05/22/2001,28827,Additional Measures With Respect To Prohibiting the Importation of Rough Diamonds From Sierra Leone,"Amends:  EO 13194, January 18, 2001;;
 ;  See:  Notice of January 15, 2002; Notice of January 16, 2003; EO 13312, July 29, 2003;;
 ;  Revoked by: EO 13324, January 15, 2004",13213
66 FR 28355, 01-13116,28356,https://www.federalregister.gov/documents/2001/05/22/01-13116/actions-concerning-regulations-that-significantly-affect-energy-supply-distribution-or-use,https://www.govinfo.gov/content/pkg/FR-2001-05-22/pdf/01-13116.pdf,Presidential Document,Executive Order,05/22/2001,05/18/2001,28355,"Actions Concerning Regulations That Significantly Affect Energy Supply, Distribution, or Use","",13211
66 FR 28357, 01-13117,28358,https://www.federalregister.gov/documents/2001/05/22/01-13117/actions-to-expedite-energy-related-projects,https://www.govinfo.gov/content/pkg/FR-2001-05-22/pdf/01-13117.pdf,Presidential Document,Executive Order,05/22/2001,05/18/2001,28357,Actions To Expedite Energy-Related Projects,"Amended by: EO 13286, February 28, 2003; EO 13302, May 15, 2003; See:  EO 13337, April 30, 2004",13212
66 FR 22895, 01-11505,22896,https://www.federalregister.gov/documents/2001/05/04/01-11505/presidents-commission-to-strengthen-social-security,https://www.govinfo.gov/content/pkg/FR-2001-05-04/pdf/01-11505.pdf,Presidential Document,Executive Order,05/04/2001,05/02/2001,22893,President's Commission To Strengthen Social Security,"Revoked by: EO 13316, September 17, 2003",13210
66 FR 22105, 01-11210,22105,https://www.federalregister.gov/documents/2001/05/02/01-11210/amendment-to-executive-order-13183-establishment-of-the-presidents-task-force-on-puerto-ricos-statis,https://www.govinfo.gov/content/pkg/FR-2001-05-02/pdf/01-11210.pdf,Presidential Document,Executive Order,05/02/2001,04/30/2001,22105,"Amendment to Executive Order 13183, Establishment of the President's Task Force on Puerto Rico's Statis","Amends:  EO 13183, December 23, 2000",13209
66 FR 18717, 01-9086,18718,https://www.federalregister.gov/documents/2001/04/11/01-9086/amendment-to-executive-order-13202-preservation-of-open-competition-and-government-neutrality,https://www.govinfo.gov/content/pkg/FR-2001-04-11/pdf/01-9086.pdf,Presidential Document,Executive Order,04/11/2001,04/06/2001,18717,"Amendment to Executive Order 13202, Preservation of Open Competition and Government Neutrality Towards Government Contractors' Labor Relations on Federal and Federally Funded Construction Projects","Amends:  EO 13202, February 17, 2001; Revoked by: EO 13502, February 6, 2009",13208
66 FR 18397, 01-8835,18398,https://www.federalregister.gov/documents/2001/04/09/01-8835/termination-of-emergency-authority-for-certain-export-controls,https://www.govinfo.gov/content/pkg/FR-2001-04-09/pdf/01-8835.pdf,Presidential Document,Executive Order,04/09/2001,04/04/2001,18397,Termination of Emergency Authority for Certain Export Controls,"Revokes: EO 12924, August 19, 1994; See:  EO 12002, July 7, 1977; EO 12214, May 2, 1980; EO 12938, November 14, 1994; EO 12981, December 5, 1995; EO 13026, November 15, 1996",13206
66 FR 18399, 01-8836,18399,https://www.federalregister.gov/documents/2001/04/09/01-8836/further-amendment-to-executive-order-10000-regulations-governing-additional-compensation-and-credit,https://www.govinfo.gov/content/pkg/FR-2001-04-09/pdf/01-8836.pdf,Presidential Document,Executive Order,04/09/2001,04/05/2001,18399,"Further Amendment to Executive Order 10000, Regulations Governing Additional Compensation and Credit Granted Certain Employees of the Federal Government Serving Outside the United States","Amends:  EO 10000, September 16, 1948",13207
66 FR 15011, 01-6558,15012,https://www.federalregister.gov/documents/2001/03/14/01-6558/establishing-an-emergency-board-to-investigate-a-dispute-between-northwest-airlines-inc-and-its,https://www.govinfo.gov/content/pkg/FR-2001-03-14/pdf/01-6558.pdf,Presidential Document,Executive Order,03/14/2001,03/09/2001,15009,"Establishing an Emergency Board To Investigate a Dispute Between Northwest Airlines, Inc., and Its Employees Represented by the Aircraft Mechanics Fraternal Association","",13205
66 FR 11221, 01-4621,11224,https://www.federalregister.gov/documents/2001/02/22/01-4621/notification-of-employee-rights-concerning-payment-of-union-dues-or-fees,https://www.govinfo.gov/content/pkg/FR-2001-02-22/pdf/01-4621.pdf,Presidential Document,Executive Order,02/22/2001,02/17/2001,11219,Notification of Employee Rights Concerning Payment of Union Dues or Fees,"Revokes: EO 12836, February 1, 1993 (in part);  See:  EO 12800, April 13, 1992;  Revoked by: EO 13496, January 30, 2009",13201
66 FR 11225, 01-4622,11226,https://www.federalregister.gov/documents/2001/02/22/01-4622/preservation-of-open-competition-and-government-neutrality-towards-government-contractors-labor,https://www.govinfo.gov/content/pkg/FR-2001-02-22/pdf/01-4622.pdf,Presidential Document,Executive Order,02/22/2001,02/17/2001,11225,Preservation of Open Competition and Government Neutrality Towards Government Contractors ' Labor Relations on Federal and Federally Funded Construction Projects,"Revokes: EO 12836, February 1, 1993; Memorandum of June 5, 1997; See:  EO 12818, October 23, 1992; Amended by: EO 13208, April 6, 2001; Revoked by: EO 13502, February 6, 2009",13202
66 FR 11227, 01-4623,11227,https://www.federalregister.gov/documents/2001/02/22/01-4623/revocation-of-executive-order-and-presidential-memorandum-concerning-labor-management-partnerships,https://www.govinfo.gov/content/pkg/FR-2001-02-22/pdf/01-4623.pdf,Presidential Document,Executive Order,02/22/2001,02/17/2001,11227,Revocation of Executive Order and Presidential Memorandum Concerning Labor-Management Partnerships,"Revokes: EO 12871, October 1, 1993; Memorandum of October 28, 1999; See:  EO 12983, December 21, 1995; EO 13156, May 17, 2000",13203
66 FR 11228, 01-4624,11228,https://www.federalregister.gov/documents/2001/02/22/01-4624/revocation-of-executive-order-on-nondisplacement-of-qualified-workers-under-certain-contracts,https://www.govinfo.gov/content/pkg/FR-2001-02-22/pdf/01-4624.pdf,Presidential Document,Executive Order,02/22/2001,02/17/2001,11228,Revocation of Executive Order on Nondisplacement of Qualified Workers Under Certain Contracts,"Revokes: EO 12933, October 20, 1994; Revoked by: EO 13495, January 30, 2009",13204
66 FR 10183, 01-3883,10183,https://www.federalregister.gov/documents/2001/02/14/01-3883/presidents-information-technology-advisory-committee-further-amendment-to-executive-order-13035-as,https://www.govinfo.gov/content/pkg/FR-2001-02-14/pdf/01-3883.pdf,Presidential Document,Executive Order,02/14/2001,02/11/2001,10183,"President's Information Technology Advisory Committee, Further Amendment to Executive Order 13035, as Amended","Amends:  EO 13035, February 11, 1997; See: EO 13092, July 24, 1998; EO 13113, February 10, 1999; EO 13215, May 31, 2001",13200
66 FR 8497, 01-2851,8498,https://www.federalregister.gov/documents/2001/01/31/01-2851/agency-responsibilities-with-respect-to-faith--based-and-community-initiatives,https://www.govinfo.gov/content/pkg/FR-2001-01-31/pdf/01-2851.pdf,Presidential Document,Executive Order,01/31/2001,01/29/2001,8495,Agency Responsibilities With Respect to Faith- Based and Community Initiatives,"See: EO 13559, November 17, 2010; Amended by: EO 14015, February 14, 2021",13198
66 FR 8499, 01-2852,8500,https://www.federalregister.gov/documents/2001/01/31/01-2852/establishment-of-white-house-office-of-faith--based-and-community-initiatives,https://www.govinfo.gov/content/pkg/FR-2001-01-31/pdf/01-2852.pdf,Presidential Document,Executive Order,01/31/2001,01/29/2001,8499,Establishment of White House Office of Faith- Based and Community Initiatives,"Amended by: EO 13498, February 5, 2009; See: EO 13559, November 17, 2010",13199
